id,file,setCode,number,promoGrouping,rarity,bordered_empirical,ok,reason,axis_x,sym_score,area,cx,cy,top_y,bot_y,left_x,right_x,bbox_cx,polarity,txt_ok,txt_reason,txt_top,txt_bot,txt_mid
8-31,images/8-31.jpg,8,31,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9484,2009.2795,1993.1139
8-31-P2,images/8-31-P2.jpg,8,31,P2,Special,True,True,,733.868,0.9473,7892,733.802,1967.563,1919,2016,686,782,734.0,bright,True,,1976.8459,2009.2686,1993.0573
8-32,images/8-32.jpg,8,32,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0757,2009.32,1993.1978
8-32-P2,images/8-32-P2.jpg,8,32,P2,Special,True,True,,733.868,0.947,7890,733.8,1967.575,1919,2016,686,782,734.0,bright,True,,1976.8817,2009.3416,1993.1117
8-33,images/8-33.jpg,8,33,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0194,2009.2258,1993.1226
8-33-P2,images/8-33-P2.jpg,8,33,P2,Special,False,False,no-symmetry-peak,,0.3265,12773,712.225,1927.884,1856,2014,635,854,744.5,bright,True,,1977.0872,2009.235,1993.1611
8-34,images/8-34.jpg,8,34,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.1895,2009.157,1993.1732
8-34-P2,images/8-34-P2.jpg,8,34,P2,Special,True,True,,724.042,0.8799,5297,727.453,1967.559,1925,2011,689,778,733.5,bright,True,,1976.8791,2009.2338,1993.0565
8-35,images/8-35.jpg,8,35,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8515,2009.2221,1993.0368
8-35-P2,images/8-35-P2.jpg,8,35,P2,Special,True,True,,724.042,0.8799,5297,727.453,1967.559,1925,2011,689,778,733.5,bright,True,,1976.7653,2009.2104,1992.9879
8-36,images/8-36.jpg,8,36,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.1341,2009.222,1993.178
8-37,images/8-37.jpg,8,37,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.8059,2009.2152,1993.0105
8-38,images/8-38.jpg,8,38,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0351,2009.2117,1993.1234
8-39,images/8-39.jpg,8,39,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9673,2009.2357,1993.1015
8-4,images/8-4.jpg,8,4,,Legendary,True,True,,733.56,0.9924,5526,733.512,1969.544,1923,2008,689,779,734.0,bright,True,,1977.359,2009.1202,1993.2396
8-40,images/8-40.jpg,8,40,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.235,2009.1371,1993.1861
8-41,images/8-41.jpg,8,41,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.2847,2009.1404,1993.2126
8-42,images/8-42.jpg,8,42,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.1861,2009.2867,1993.2364
8-43,images/8-43.jpg,8,43,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.1878,2009.1585,1993.1731
8-44,images/8-44.jpg,8,44,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.646,2009.0082,1993.3271
8-45,images/8-45.jpg,8,45,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9345,2009.1522,1993.0433
8-46,images/8-46.jpg,8,46,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.4648,2009.121,1993.2929
8-47,images/8-47.jpg,8,47,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8848,2009.1489,1993.0168
8-48,images/8-48.jpg,8,48,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1977.2649,2009.1144,1993.1896
8-49,images/8-49.jpg,8,49,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.186,2009.1331,1993.1595
8-5,images/8-5.jpg,8,5,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8054,2009.2598,1993.0326
8-50,images/8-50.jpg,8,50,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8503,2009.2167,1993.0335
8-51,images/8-51.jpg,8,51,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.794,2009.2734,1993.0337
8-52,images/8-52.jpg,8,52,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8845,2009.3186,1993.1016
8-53,images/8-53.jpg,8,53,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8574,2009.218,1993.0377
8-54,images/8-54.jpg,8,54,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9358,2009.153,1993.0444
8-55,images/8-55.jpg,8,55,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7372,2009.2197,1992.9784
8-56,images/8-56.jpg,8,56,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9058,2009.2191,1993.0624
8-57,images/8-57.jpg,8,57,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7082,2009.2044,1992.9563
8-58,images/8-58.jpg,8,58,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8671,2009.2092,1993.0382
8-59,images/8-59.jpg,8,59,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8156,2009.2335,1993.0246
8-6,images/8-6.jpg,8,6,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.1535,2009.2447,1993.1991
8-60,images/8-60.jpg,8,60,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.1353,2009.2123,1993.1738
8-61,images/8-61.jpg,8,61,,Legendary,True,True,,733.56,0.9924,5526,733.512,1969.544,1923,2008,689,779,734.0,bright,True,,1977.093,2009.2552,1993.1741
8-62,images/8-62.jpg,8,62,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.1868,2009.3233,1993.255
8-63,images/8-63.jpg,8,63,,Legendary,True,True,,733.551,0.9824,62263,736.298,1944.845,1856,2031,554,913,733.5,bright,True,,1977.1424,2009.2236,1993.183
8-64,images/8-64.jpg,8,64,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.4753,2009.1199,1993.2976
8-65,images/8-65.jpg,8,65,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9048,2009.2232,1993.064
8-66,images/8-66.jpg,8,66,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.2973,2009.223,1993.2601
8-67,images/8-67.jpg,8,67,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8171,2009.2575,1993.0373
8-68,images/8-68.jpg,8,68,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1977.1709,2009.2155,1993.1932
8-69,images/8-69.jpg,8,69,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.0744,2009.2291,1993.1518
8-7,images/8-7.jpg,8,7,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7558,2009.261,1993.0084
8-7-C2,images/8-7-C2.jpg,8,7,C2,Special,False,True,,732.985,0.9288,15820,730.615,1975.545,1918,2031,589,878,733.5,dark,True,,1976.7815,2009.2072,1992.9944
8-70,images/8-70.jpg,8,70,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8064,2009.2163,1993.0113
8-71,images/8-71.jpg,8,71,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.7613,2009.2605,1993.0109
8-72,images/8-72.jpg,8,72,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8126,2009.3354,1993.074
8-73,images/8-73.jpg,8,73,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.805,2009.216,1993.0105
8-74,images/8-74.jpg,8,74,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.8769,2009.153,1993.015
8-75,images/8-75.jpg,8,75,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7111,2009.2024,1992.9568
8-76,images/8-76.jpg,8,76,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8098,2009.2543,1993.0321
8-77,images/8-77.jpg,8,77,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.6987,2009.1726,1992.9357
8-78,images/8-78.jpg,8,78,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8159,2009.2134,1993.0147
8-79,images/8-79.jpg,8,79,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7969,2009.1982,1992.9976
8-8,images/8-8.jpg,8,8,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0012,2009.244,1993.1226
8-8-D23,images/8-8-D23.jpg,8,8,D23,Special,True,True,,745.25,0.6945,7447,745.951,1969.105,1928,2004,650,817,733.5,bright,True,,1976.9511,2009.2506,1993.1008
8-80,images/8-80.jpg,8,80,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.0107,2009.2253,1993.118
8-81,images/8-81.jpg,8,81,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.9837,2009.2596,1993.1217
8-82,images/8-82.jpg,8,82,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0659,2009.3202,1993.193
8-83,images/8-83.jpg,8,83,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0252,2009.216,1993.1206
8-84,images/8-84.jpg,8,84,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.2652,2009.1173,1993.1912
8-85,images/8-85.jpg,8,85,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8618,2009.2112,1993.0365
8-86,images/8-86.jpg,8,86,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.1623,2009.2194,1993.1908
8-87,images/8-87.jpg,8,87,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8155,2009.213,1993.0143
8-88,images/8-88.jpg,8,88,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0585,2009.1977,1993.1281
8-89,images/8-89.jpg,8,89,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9919,2009.21,1993.101
8-9,images/8-9.jpg,8,9,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9702,2009.2396,1993.1049
8-90,images/8-90.jpg,8,90,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9651,2009.2266,1993.0958
8-91,images/8-91.jpg,8,91,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9465,2009.2629,1993.1047
8-92,images/8-92.jpg,8,92,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9712,2009.3545,1993.1628
8-93,images/8-93.jpg,8,93,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9609,2009.2385,1993.0997
8-94,images/8-94.jpg,8,94,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.1827,2009.1338,1993.1582
8-95,images/8-95.jpg,8,95,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.818,2009.2335,1993.0257
8-96,images/8-96.jpg,8,96,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.0679,2009.2293,1993.1486
8-97,images/8-97.jpg,8,97,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8006,2009.1959,1992.9983
8-98,images/8-98.jpg,8,98,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9993,2009.2054,1993.1024
8-99,images/8-99.jpg,8,99,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0443,2009.1595,1993.1019
9-0,images/9-0.jpg,9,0,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.9349,2009.2593,1993.0971
9-1,images/9-1.jpg,9,1,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9033,2009.2929,1993.0981
9-1-C2,images/9-1-C2.jpg,9,1,C2,Special,False,False,no-symmetry-peak,,0.843,27624,697.919,1978.592,1917,2031,554,882,718.0,dark,True,,1976.8784,2009.328,1993.1032
9-1-P3,images/9-1-P3.jpg,9,1,P3,Special,True,True,,724.042,0.8799,5297,727.453,1967.559,1925,2011,689,778,733.5,bright,True,,1976.8473,2009.0146,1992.9309
9-10,images/9-10.jpg,9,10,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9152,2009.2735,1993.0944
9-100,images/9-100.jpg,9,100,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.936,2009.2459,1993.091
9-101,images/9-101.jpg,9,101,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9,2009.2834,1993.0917
9-102,images/9-102.jpg,9,102,,Common,True,False,no-core-component,,,,,,,,,,,,False,text-clipped,,,
9-103,images/9-103.jpg,9,103,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9363,2009.2489,1993.0926
9-104,images/9-104.jpg,9,104,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.13,2009.1492,1993.1396
9-105,images/9-105.jpg,9,105,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8123,2009.2347,1993.0235
9-106,images/9-106.jpg,9,106,,Rare,True,True,,733.616,0.9925,4129,733.737,1980.13,1929,2007,686,782,734.0,bright,True,,1976.9882,2009.2595,1993.1239
9-107,images/9-107.jpg,9,107,,Super Rare,True,True,,733.552,0.9939,3471,733.631,1966.986,1929,2007,694,774,734.0,bright,True,,1976.7902,2009.202,1992.9961
9-108,images/9-108.jpg,9,108,,Legendary,True,True,,733.477,0.9952,6660,733.559,1970.26,1920,2012,683,783,733.0,bright,True,,1976.9396,2009.2459,1993.0928
9-109,images/9-109.jpg,9,109,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.976,2009.195,1993.0855
9-11,images/9-11.jpg,9,11,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8943,2009.3031,1993.0987
9-11-P3,images/9-11-P3.jpg,9,11,P3,Special,False,False,no-symmetry-peak,,0.621,9111,710.831,1957.2,1890,2014,577,782,679.5,dark,True,,1976.8027,2009.0731,1992.9379
9-110,images/9-110.jpg,9,110,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.8991,2009.2877,1993.0934
9-111,images/9-111.jpg,9,111,,Legendary,True,True,,733.473,0.995,6661,733.559,1970.252,1920,2012,683,783,733.0,bright,True,,1976.8817,2009.3063,1993.094
9-112,images/9-112.jpg,9,112,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9024,2009.4012,1993.1518
9-113,images/9-113.jpg,9,113,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8939,2009.3007,1993.0973
9-114,images/9-114.jpg,9,114,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.098,2009.1798,1993.1389
9-115,images/9-115.jpg,9,115,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.773,2009.2845,1993.0287
9-116,images/9-116.jpg,9,116,,Common,True,True,,733.562,0.9851,4491,733.631,1968.126,1930,2005,696,771,733.5,bright,True,,1976.9742,2009.2838,1993.129
9-117,images/9-117.jpg,9,117,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7552,2009.2523,1993.0038
9-118,images/9-118.jpg,9,118,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.917,2009.2749,1993.0959
9-119,images/9-119.jpg,9,119,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9625,2009.2245,1993.0935
9-12,images/9-12.jpg,9,12,,Uncommon,True,True,,733.511,0.9987,5277,733.48,1968.19,1928,2008,695,772,733.5,bright,True,,1976.9023,2009.4035,1993.1529
9-12-P3,images/9-12-P3.jpg,9,12,P3,Special,False,True,,723.0,0.7163,12140,704.843,1956.315,1903,2016,554,843,698.5,bright,True,,1977.0145,2009.1047,1993.0596
9-120,images/9-120.jpg,9,120,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9441,2009.362,1993.153
9-121,images/9-121.jpg,9,121,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9011,2009.3972,1993.1492
9-122,images/9-122.jpg,9,122,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9606,2009.435,1993.1978
9-123,images/9-123.jpg,9,123,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9412,2009.3623,1993.1518
9-124,images/9-124.jpg,9,124,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0449,2009.3111,1993.178
9-125,images/9-125.jpg,9,125,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8095,2009.3508,1993.0802
9-126,images/9-126.jpg,9,126,,Super Rare,True,True,,733.515,0.9979,63229,733.861,1943.671,1856,2031,554,913,733.5,bright,True,,1976.9989,2009.3708,1993.1848
9-127,images/9-127.jpg,9,127,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8003,2009.3221,1993.0612
9-128,images/9-128.jpg,9,128,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9557,2009.3568,1993.1563
9-129,images/9-129.jpg,9,129,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9513,2009.3428,1993.1471
9-13,images/9-13.jpg,9,13,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8934,2009.2984,1993.0959
9-130,images/9-130.jpg,9,130,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9362,2009.2473,1993.0917
9-131,images/9-131.jpg,9,131,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8958,2009.2952,1993.0955
9-132,images/9-132.jpg,9,132,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9351,2009.3614,1993.1483
9-133,images/9-133.jpg,9,133,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9404,2009.2521,1993.0962
9-134,images/9-134.jpg,9,134,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.052,2009.1895,1993.1207
9-135,images/9-135.jpg,9,135,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8195,2009.2411,1993.0303
9-136,images/9-136.jpg,9,136,,Common,True,True,,681.417,0.7645,654,675.125,1909.015,1904,1917,633,710,671.5,dark,False,text-height-25.0,,,
9-137,images/9-137.jpg,9,137,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7957,2009.2073,1993.0015
9-138,images/9-138.jpg,9,138,,Rare,True,True,,733.616,0.9925,4129,733.737,1980.13,1929,2007,686,782,734.0,bright,True,,1976.9516,2009.2475,1993.0996
9-139,images/9-139.jpg,9,139,,Uncommon,True,True,,733.524,0.9979,5277,733.48,1968.254,1928,2008,695,772,733.5,bright,True,,1976.949,2009.2254,1993.0872
9-14,images/9-14.jpg,9,14,,Rare,True,True,,733.616,0.9925,4129,733.737,1980.13,1929,2007,686,782,734.0,bright,True,,1977.1784,2009.1545,1993.1664
9-140,images/9-140.jpg,9,140,,Common,True,True,,733.562,0.9851,4491,733.631,1968.126,1930,2005,696,771,733.5,bright,True,,1977.1179,2009.1543,1993.1361
9-141,images/9-141.jpg,9,141,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.097,2009.1816,1993.1393
9-142,images/9-142.jpg,9,142,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1977.047,2009.3136,1993.1803
9-143,images/9-143.jpg,9,143,,Legendary,True,True,,733.477,0.9952,6662,733.559,1970.245,1920,2012,683,783,733.0,bright,True,,1977.0623,2009.1924,1993.1273
9-144,images/9-144.jpg,9,144,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.4581,2009.0641,1993.2611
9-145,images/9-145.jpg,9,145,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8805,2009.1869,1993.0337
9-146,images/9-146.jpg,9,146,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.3171,2009.1529,1993.235
9-147,images/9-147.jpg,9,147,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8433,2009.1757,1993.0095
9-148,images/9-148.jpg,9,148,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.1075,2009.1674,1993.1374
9-149,images/9-149.jpg,9,149,,Uncommon,True,True,,733.524,0.9979,5277,733.48,1968.254,1928,2008,695,772,733.5,bright,True,,1977.0676,2009.1668,1993.1172
9-15,images/9-15.jpg,9,15,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7664,2009.282,1993.0242
9-150,images/9-150.jpg,9,150,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8117,2009.2351,1993.0234
9-151,images/9-151.jpg,9,151,,Legendary,True,True,,733.477,0.9952,6660,733.559,1970.26,1920,2012,683,783,733.0,bright,True,,1976.7748,2009.2837,1993.0293
9-152,images/9-152.jpg,9,152,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8112,2009.3516,1993.0814
9-153,images/9-153.jpg,9,153,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.816,2009.2402,1993.0281
9-154,images/9-154.jpg,9,154,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8772,2009.1858,1993.0315
9-155,images/9-155.jpg,9,155,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7226,2009.2295,1992.976
9-156,images/9-156.jpg,9,156,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8329,2009.2626,1993.0477
9-157,images/9-157.jpg,9,157,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.7101,2009.1955,1992.9528
9-158,images/9-158.jpg,9,158,,Common,True,True,,733.562,0.9851,4491,733.631,1968.126,1930,2005,696,771,733.5,bright,True,,1976.8254,2009.2331,1993.0293
9-159,images/9-159.jpg,9,159,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8149,2009.2205,1993.0177
9-16,images/9-16.jpg,9,16,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0252,2009.272,1993.1486
9-160,images/9-160.jpg,9,160,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.9939,2009.2641,1993.129
9-161,images/9-161.jpg,9,161,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9827,2009.2844,1993.1336
9-162,images/9-162.jpg,9,162,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0011,2009.3744,1993.1877
9-163,images/9-163.jpg,9,163,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9773,2009.2784,1993.1279
